timestamp,open,high,low,close,volume
1717718100,70816,70860,70816,70839.5,610
1717717800,70814.5,70814.5,70771.5,70803.5,434
1717717500,70850,70853.5,70805.5,70805.5,380
1717717200,70810.5,70844.5,70810.5,70844.5,9
1717716900,70805,70829.5,70805,70827.5,93
1717716600,70850,70850,70797,70797,395
1717716300,70791.5,70861.5,70791.5,70820,311
1717716000,70830,70849.5,70784.5,70784.5,743
1717715700,70885,70891.5,70862,70862,368
1717715400,70925,70925,70889.5,70890,249
1717715100,70950,70963,70925,70925.5,581
1717714800,70909.5,70955.5,70852.5,70954.5,1847
1717714500,70806.5,70904.5,70806.5,70903.5,3664
1717714200,70800,70803,70800,70803,363
1717713900,70839.5,70863,70780.5,70780.5,304
1717713600,70802,70820,70802,70817.5,88
1717713300,70856,70856,70806.5,70806.5,1759
1717713000,70820.5,70859.5,70820.5,70857,695
1717712700,70702.5,70755.5,70702.5,70754.5,395
1717712400,70753.5,70753.5,70674.5,70674.5,1418
1717712100,70797,70797,70755.5,70755.5,257
1717711800,70783,70828,70768.5,70828,582
1717711500,70764.5,70831.5,70764.5,70808.5,624
1717711200,70754,70758.5,70754,70758.5,26
1717710900,70757.5,70757.5,70746.5,70746.5,895
1717710600,70797,70805,70757.5,70757.5,330
1717710300,70776.5,70798.5,70776.5,70798,273
1717710000,70755,70766.5,70754.5,70765.5,311
1717709700,70838,70847.5,70762.5,70762.5,483
1717709400,70730,70829,70730,70829,293
1717709100,70763.5,70763.5,70706,70706,937
1717708800,70850,70851,70751.5,70752.5,882
1717708500,70773.5,70872.5,70773.5,70869.5,780
1717708200,70686.5,70761.5,70685.5,70761.5,298
1717707900,70768.5,70770.5,70685.5,70685.5,1109
1717707600,70764.5,70803,70764.5,70777.5,1470
1717707300,70724,70764.5,70721.5,70742,988
1717707000,70692.5,70716.5,70666,70716.5,135
1717706700,70636.5,70709.5,70634,70690,782
1717706400,70719.5,70719.5,70638,70638,1762
1717706100,70689.5,70730.5,70689.5,70718.5,1370
1717705800,70639.5,70690,70626.5,70689.5,769
1717705500,70674,70674,70593.5,70609,2178
1717705200,70629.5,70680.5,70626.5,70680.5,2636
1717704900,70444,70627,70440.5,70627,4742
1717704600,70352,70500,70350.5,70444,3661
1717704300,70397.5,70528,70362.5,70362.5,3522
1717704000,70490.5,70490.5,70140,70371.5,21106
1717703700,70574.5,70584,70475,70503.5,6550
1717703400,70635.5,70653,70550,70564,4254
1717703100,70750,70783.5,70628.5,70639.5,2580
1717702800,70760.5,70787,70619,70752.5,10316
1717702500,70944,70944,70719,70769.5,13652
1717702200,70952.5,70964.5,70846,70935,5096
1717701900,70950,70978,70939,70950,873
1717701600,70985,70998.5,70903,70966.5,2082
1717701300,70927,70994,70927,70988.5,1525
1717701000,70976.5,70986.5,70916.5,70919.5,3575
1717700700,71031.5,71059.5,70959,70976.5,1837
1717700400,71077,71104.5,71014,71031.5,2483
1717700100,71121.5,71162.5,71091,71101.5,2566
1717699800,71155.5,71155.5,71111,71121.5,862
1717699500,71086,71163,71086,71160.5,3954
1717699200,71090.5,71114.5,71076.5,71076.5,2993
1717698900,71010,71086.5,70985.5,71084,2609
1717698600,71067,71078,70988.5,71013,2843
1717698300,71025,71056.5,71011,71056.5,649
1717698000,70989.5,71039.5,70985,71032,4506
1717697700,70933.5,71006,70912,70978,2851
1717697400,70927.5,70974.5,70886.5,70936,5898
1717697100,71136.5,71137.5,70885.5,70927.5,9887
1717696800,71128.5,71190.5,71127.5,71175,2506
1717696500,71129.5,71134.5,71075,71131.5,1783
1717696200,71071,71136,70998,71131.5,4751
1717695900,71097.5,71109.5,70984.5,71064.5,8394
1717695600,71198.5,71198.5,71094,71097.5,5898
1717695300,71144.5,71212.5,71143,71198.5,1846
1717695000,71194.5,71228.5,71144.5,71144.5,2407
1717694700,71191.5,71240.5,71150.5,71194,7956
1717694400,71144,71214.5,71136,71190.5,7618
1717694100,71015.5,71143,70976.5,71142.5,6862
1717693800,70870,71057.5,70870,71009.5,12271
1717693500,70879,70941,70825,70871.5,6164
1717693200,70963,70974.5,70814,70877.5,8373
1717692900,70972,71039,70890,70963.5,6155
1717692600,71058,71076,70963.5,70981.5,4543
1717692300,70937.5,71092.5,70927.5,71058,8282
1717692000,70958.5,70972.5,70886.5,70933.5,4701
1717691700,70882.5,70975.5,70843.5,70966,8345
1717691400,71073,71073,70883.5,70883.5,19554
1717691100,71080.5,71150.5,71071.5,71071.5,2559
1717690800,71134.5,71194.5,71075,71079.5,4517
1717690500,71154.5,71172.5,71070,71133.5,7993
1717690200,71265,71271.5,71123,71156,12510
1717689900,71372.5,71395,71265,71278.5,4658
1717689600,71307.5,71395.5,71271,71372,7087
1717689300,71289,71354,71263.5,71314.5,5484
1717689000,71363.5,71399,71294.5,71295,4882
1717688700,71481.5,71482.5,71329.5,71360,9801
1717688400,71458,71561,71458,71490,2979
1717688100,71555,71561,71425.5,71457,5709
1717687800,71611,71647,71506.5,71567.5,10831
1717687500,71460.5,71680.5,71460.5,71598,11132
1717687200,71456,71483.5,71430,71464,2472
1717686900,71418.5,71465,71406,71455,1134
1717686600,71465.5,71488,71409.5,71411.5,2362
1717686300,71401.5,71466.5,71348.5,71466.5,2962
1717686000,71493.5,71518.5,71404,71411,6143
1717685700,71460.5,71500.5,71434.5,71485,3794
1717685400,71396,71485,71316,71485,6413
1717685100,71396,71539,71385,71401.5,14890
1717684800,71319,71392,71263.5,71392,4059
1717684500,71297,71363.5,71284.5,71325,2186
1717684200,71218.5,71306.5,71205.5,71290.5,6156
1717683900,71225.5,71241.5,71163.5,71208.5,2990
1717683600,71088.5,71241,71061,71241,3520
1717683300,71213.5,71213.5,71078,71102,3413
1717683000,71211.5,71257.5,71177.5,71202.5,4325
1717682700,71130.5,71244.5,71081,71237.5,4031
1717682400,71134,71170,71035,71127.5,9466
1717682100,71352,71425,71131.5,71131.5,8366
1717681800,71324.5,71430.5,71261,71383.5,4800
1717681500,71524.5,71524.5,71264,71330.5,9044
1717681200,71359.5,71564.5,71337.5,71525.5,15748
1717680900,71271,71364.5,71220.5,71339.5,7643
1717680600,71183.5,71280,71103,71280,5353
1717680300,71084.5,71214.5,71084.5,71193,5126
1717680000,71109.5,71109.5,71036,71080,1745
1717679700,71132.5,71138.5,71063,71101.5,1983
1717679400,71114.5,71140,71036,71136.5,2281
1717679100,71210,71210,71014,71108,8524
1717678800,71212,71285,71161.5,71215,4253
1717678500,71122,71212,71099.5,71212,4648
1717678200,71109.5,71150,71076.5,71120,5775
1717677900,71214,71226,71100,71109.5,4213
1717677600,71161.5,71244.5,71136,71227,4119
1717677300,71251.5,71296.5,71159.5,71185,3445
1717677000,71430.5,71474,71188.5,71234,10803
1717676700,71405,71409,71332.5,71385,3442
1717676400,71384,71429,71314.5,71397,8413
1717676100,71192,71374.5,71180,71373,8160
1717675800,71223.5,71249.5,71147.5,71191,2027
1717675500,71213.5,71269.5,71185.5,71225,4230
1717675200,71203.5,71229.5,71136.5,71214.5,6580
1717674900,71106.5,71214.5,71068,71191.5,3704
1717674600,71103.5,71106.5,71073,71105.5,681
1717674300,71152.5,71152.5,71087,71110.5,953
1717674000,71127.5,71192.5,71096,71156,4302
1717673700,71079.5,71143.5,71078.5,71126.5,3589
1717673400,71033.5,71074.5,71026,71074.5,1518
1717673100,71058.5,71058.5,71025.5,71032.5,691
1717672800,70962.5,71081.5,70952,71058.5,700
1717672500,70989.5,70992,70959.5,70962.5,720
1717672200,71027,71034,70990.5,70991,3445
1717671900,71072,71095,71025,71033.5,1707
1717671600,71024.5,71129.5,71019,71099,2627
1717671300,71000,71033.5,71000,71014,1406
1717671000,70972.5,71008.5,70971.5,70983,1615
1717670700,70949,70993,70946,70978.5,474
1717670400,70959,70965.5,70918,70954,3162
1717670100,70962,70962,70923.5,70953.5,724
1717669800,70968.5,71024.5,70958,70964,573
1717669500,70967,70977.5,70956,70962,181
1717669200,70998,71034.5,70971.5,70977.5,925
1717668900,70927,70964,70927,70952.5,1093
1717668600,70920.5,70955,70920.5,70927,300
1717668300,70938,70951,70918.5,70919.5,2917
1717668000,71020.5,71033.5,70938,70938,2235
1717667700,70998.5,71007.5,70997,71007.5,418
1717667400,70956,70999.5,70950,70999.5,467
1717667100,70984,70984,70930.5,70966.5,987
1717666800,70999,71010.5,70960,70960,180
1717666500,71004.5,71004.5,70982.5,70991,224
1717666200,71015,71018,70979,71018,267
1717665900,70996.5,71025.5,70979,71025.5,314
1717665600,70985.5,71023.5,70969.5,70998,1006
1717665300,71104.5,71104.5,70995,70996,2218
1717665000,71134.5,71180,71102.5,71106,4140
1717664700,70983.5,71136,70983.5,71134.5,4640
1717664400,70959,70984.5,70959,70983.5,134
1717664100,70931.5,70974,70924.5,70924.5,275
1717663800,70915.5,70966.5,70876,70966.5,2869
1717663500,70912.5,70932,70908,70922,1090
1717663200,70951,70952,70902.5,70915,935
1717662900,70931,70959.5,70931,70959.5,779
1717662600,71010.5,71010.5,70946,70946,233
1717662300,70946.5,71023.5,70946.5,71011.5,891
1717662000,70993.5,70993.5,70928,70946.5,534
1717661700,70894,70989.5,70891.5,70989.5,1050
1717661400,70956.5,70956.5,70900,70900,1599
1717661100,71017.5,71027.5,70950.5,70954.5,638
1717660800,71052,71069.5,71002,71015,780
1717660500,71052,71064.5,71025,71048.5,1381
1717660200,70944,71102.5,70944,71044,3746
1717659900,70970,70970,70929.5,70929.5,527
1717659600,71014.5,71017,70957.5,70975.5,1384
1717659300,70921.5,71011.5,70921.5,71011.5,350
1717659000,70910.5,70949,70898,70898,490
1717658700,71000,71000,70905,70905,1604
1717658400,70977.5,71000,70947.5,71000,124
1717658100,70946,71009,70933,70986.5,1504
1717657800,70973.5,70973.5,70940,70947,1069
1717657500,70914.5,70991,70900.5,70974.5,1037
1717657200,70914,70914.5,70879,70914.5,617
1717656900,70894,70934.5,70840,70905,1701
1717656600,70909.5,70960.5,70875,70894,692
1717656300,70876.5,70929.5,70863,70921,2010
1717656000,70918.5,70919,70862,70875.5,438
1717655700,70845,70915.5,70839.5,70914.5,1270
1717655400,70971,70972,70818.5,70853,3737
1717655100,71008.5,71009.5,70956.5,70974.5,524
1717654800,70981.5,71026,70954,71015,763
1717654500,71036,71047.5,70930,70987.5,1402
1717654200,71004.5,71059.5,70974,70974,2399
1717653900,70968.5,71007,70964,71003.5,2564
1717653600,70931,70968.5,70915,70963.5,332
1717653300,70921,70970,70899,70930,1199
1717653000,70861.5,70918,70849.5,70885,290
1717652700,70914,70914,70834,70882.5,2756
1717652400,70950,70960,70886,70915,707
1717652100,70941.5,70950.5,70900,70949,2187
1717651800,70860,70942.5,70854,70942.5,837
1717651500,70906.5,70915,70843.5,70866.5,2942
1717651200,70938.5,70951.5,70902,70906.5,1227
1717650900,70914,70965,70914,70934,1150
1717650600,70969,70970,70914,70914,2771
1717650300,71048.5,71048.5,70969,70970,1280
1717650000,71078,71117,71039,71048.5,2179
1717649700,71132.5,71132.5,71084,71084,660
1717649400,71097,71133.5,71097,71132.5,846
1717649100,71067,71138,71065,71100,504
1717648800,71039.5,71073.5,71039.5,71073.5,343
1717648500,70995,71101.5,70995,71039,1038
1717648200,70976.5,71030.5,70957,70994,324
1717647900,70982,71023.5,70975.5,70976.5,330
1717647600,71007.5,71014.5,70964,70970.5,1546
1717647300,70965,71000,70929.5,71000,3064
1717647000,70992,71003.5,70963.5,70968,2206
1717646700,71022,71023,70965.5,70992,1646
1717646400,71062,71078.5,71022,71022,705
1717646100,71031.5,71078.5,71027.5,71063,656
1717645800,71063.5,71075,71034,71035,670
1717645500,71121,71127,71064.5,71064.5,544
1717645200,71068,71139.5,71064,71130,1623
1717644900,71140.5,71140.5,71067,71067,1684
1717644600,71182.5,71187.5,71141.5,71142.5,606
1717644300,71181.5,71208,71181.5,71189,269
1717644000,71173.5,71188.5,71172.5,71182.5,506
1717643700,71174,71189.5,71170,71170,359
1717643400,71174,71175.5,71174,71174,1119
1717643100,71179.5,71179.5,71174,71174,41
1717642800,71187.5,71207,71163.5,71207,205
1717642500,71212,71213,71186.5,71186.5,441
1717642200,71166,71214,71166,71212.5,1294
1717641900,71168.5,71174.5,71143.5,71168.5,291
1717641600,71162.5,71211,71162.5,71174.5,2748
1717641300,71229,71229,71150,71163,1988
1717641000,71236,71260.5,71221.5,71230.5,155
1717640700,71215.5,71238,71204,71224,481
1717640400,71215,71248.5,71214.5,71239,697
1717640100,71222.5,71272,71182,71225,896
1717639800,71185,71242.5,71175,71229,2256
1717639500,71159,71188,71136,71188,547
1717639200,71156,71160.5,71117.5,71157.5,460
1717638900,71168,71203.5,71138.5,71138.5,709
1717638600,71106.5,71167,71105,71160,141
1717638300,71156,71169.5,71119,71119,160
1717638000,71145,71169.5,71142.5,71169.5,650
1717637700,71164.5,71168,71137,71137,807
1717637400,71114.5,71210.5,71114.5,71174,436
1717637100,71121.5,71164,71068.5,71114.5,716
1717636800,71040,71113.5,71040,71112.5,413
1717636500,70966.5,71053,70966.5,71040,303
1717636200,70925,70991.5,70915.5,70973.5,538
1717635900,70987,71048.5,70925,70950,332
1717635600,71040,71044.5,70986,70986,338
1717635300,71023.5,71055.5,71012,71020,231
1717635000,71041,71041,70980,71014.5,1845
1717634700,71054.5,71075,71003.5,71042,776
1717634400,71075,71092.5,71053.5,71053.5,364
1717634100,71126,71126,71032.5,71032.5,1172
1717633800,71200.5,71208.5,71136,71152.5,763
1717633500,71163.5,71180,71163,71179.5,180
1717633200,71177,71177,71137,71163.5,54
1717632900,71185.5,71185.5,71147.5,71147.5,45
1717632600,71117,71208.5,71117,71201.5,77
1717632300,71140.5,71152.5,71110,71123.5,211
1717632000,71144.5,71180,71131.5,71165,1096
