symbol,strike_price,expiry,option_type,volume,timestamp,open,high,low,close,volume_candle
P-BTC-117600-180725,117600,180725,put,0.0,1752801900,38,38,38,38,9
P-BTC-117600-180725,117600,180725,put,0.0,1752801600,57.5,57.5,57.5,57.5,0
P-BTC-117600-180725,117600,180725,put,0.0,1752801300,57.5,57.5,57.5,57.5,0
P-BTC-117600-180725,117600,180725,put,0.0,1752801000,57.5,57.5,57.5,57.5,0
P-BTC-117600-180725,117600,180725,put,0.0,1752800700,57.5,57.5,57.5,57.5,2
P-BTC-117600-180725,117600,180725,put,0.0,1752800400,54,54,54,54,180
P-BTC-117600-180725,117600,180725,put,0.0,1752800100,61,61,61,61,4
P-BTC-117600-180725,117600,180725,put,0.0,1752799800,85.5,85.5,85.5,85.5,0
P-BTC-117600-180725,117600,180725,put,0.0,1752799500,85.5,85.5,85.5,85.5,0
P-BTC-117600-180725,117600,180725,put,0.0,1752799200,85.5,85.5,85.5,85.5,0
P-BTC-117600-180725,117600,180725,put,0.0,1752798900,85.5,85.5,85.5,85.5,0
P-BTC-117600-180725,117600,180725,put,0.0,1752798600,85.5,85.5,85.5,85.5,5
P-BTC-117600-180725,117600,180725,put,0.0,1752798300,90.5,90.5,90.5,90.5,5
P-BTC-117600-180725,117600,180725,put,0.0,1752798000,159.5,159.5,159.5,159.5,0
P-BTC-117600-180725,117600,180725,put,0.0,1752797700,159.5,159.5,159.5,159.5,0
P-BTC-117600-180725,117600,180725,put,0.0,1752797400,159.5,159.5,159.5,159.5,10
