symbol,strike_price,expiry,option_type,volume,timestamp,open,high,low,close,volume_candle
P-BTC-112000-180725,112000,180725,put,0.0,1752801900,1,1,0.4,0.4,148
P-BTC-112000-180725,112000,180725,put,0.0,1752801600,1,1,1,1,0
P-BTC-112000-180725,112000,180725,put,0.0,1752801300,1,1,1,1,0
P-BTC-112000-180725,112000,180725,put,0.0,1752801000,1,1,1,1,80
P-BTC-112000-180725,112000,180725,put,0.0,1752800700,2,2,2,2,0
P-BTC-112000-180725,112000,180725,put,0.0,1752800400,2,2,2,2,0
P-BTC-112000-180725,112000,180725,put,0.0,1752800100,2,2,2,2,0
P-BTC-112000-180725,112000,180725,put,0.0,1752799800,2,2,2,2,0
P-BTC-112000-180725,112000,180725,put,0.0,1752799500,2,2,2,2,0
P-BTC-112000-180725,112000,180725,put,0.0,1752799200,2,2,2,2,0
P-BTC-112000-180725,112000,180725,put,0.0,1752798900,2,2,2,2,0
P-BTC-112000-180725,112000,180725,put,0.0,1752798600,1,2,1,2,1060
