timestamp,open,high,low,close,volume
1748822100,105584,105608.5,105545.5,105593.5,4489
1748821800,105602,105615,105548.5,105585,5976
1748821500,105620,105687,105620,105645,2507
1748821200,105680,105680,105584.5,105604,3684
1748820900,105687,105753,105640.5,105681,9880
1748820600,105655.5,105699,105580.5,105686,6406
1748820300,105694.5,105757,105650,105650,4107
1748820000,105772,105820.5,105693,105693,9974
1748819700,105736.5,105771,105642,105771,10550
1748819400,105743,105771.5,105666.5,105735.5,9644
1748819100,105635.5,105751,105609,105742,15898
1748818800,105459.5,105635.5,105429,105635.5,4822
1748818500,105491.5,105492.5,105412.5,105465.5,1351
1748818200,105378.5,105500,105378.5,105500,2878
1748817900,105449.5,105516.5,105382.5,105386,4942
1748817600,105425,105476,105404,105448.5,1488
1748817300,105438.5,105506,105392.5,105417.5,6538
1748817000,105439,105461,105387,105437.5,4459
1748816700,105565,105604,105406.5,105431.5,6605
1748816400,105566.5,105617.5,105513,105561,3880
1748816100,105685.5,105686.5,105473,105558,8601
1748815800,105670,105708.5,105646,105686.5,13383
1748815500,105595,105679,105465,105676.5,9273
1748815200,105449,105665,105446,105605.5,31658
1748814900,105426.5,105473.5,105391.5,105457,9933
1748814600,105356.5,105426.5,105331.5,105425.5,4212
1748814300,105329.5,105416,105310,105359,11539
1748814000,105316,105360,105310.5,105328.5,4170
1748813700,105241.5,105401.5,105240.5,105316,10651
1748813400,105112.5,105446,105111.5,105250,34725
1748813100,105120,105122,105086.5,105112.5,2091
1748812800,105063,105121,105063,105121,3296
1748812500,105039.5,105082,105039.5,105063,2381
1748812200,104960,105039.5,104955,105023.5,5075
1748811900,104906.5,104983.5,104879.5,104954,3092
1748811600,104906.5,104983.5,104878.5,104909.5,6241
1748811300,104982.5,104982.5,104862.5,104907.5,6100
1748811000,105060,105061,104850,104979.5,17379
1748810700,105230,105230,105059,105061,9833
1748810400,105169,105271,105168,105230,22062
1748810100,105113,105169,105113,105169,5856
1748809800,105120,105126,105071.5,105113,6282
1748809500,105117.5,105134,105102.5,105116.5,4980
1748809200,105052,105121,105050.5,105117.5,8938
1748808900,104934,105056.5,104934,105052,6973
1748808600,104928,104949.5,104901,104935,4951
1748808300,105059,105059,104881,104928,13630
1748808000,105090,105121,104955,105032,11741
1748807700,105069,105129,105061.5,105086.5,5458
1748807400,105107,105108,105030,105069,4671
1748807100,105007,105125,105006,105108,9838
1748806800,104987.5,105031.5,104987.5,105007,2081
1748806500,105063.5,105069,104943.5,104984.5,13068
1748806200,104975,105101,104975,105064.5,23619
1748805900,104951.5,104990,104905.5,104975.5,7805
1748805600,104858.5,105010,104846,104951.5,17567
1748805300,104828,104855,104801.5,104855,7317
1748805000,104837,104855.5,104783.5,104828,16033
1748804700,104916,104940,104837,104837,17904
1748804400,104860.5,105035.5,104818.5,104924,47379
1748804100,104574.5,104913.5,104573.5,104861.5,48789
1748803800,104514.5,104586.5,104499,104574.5,26182
1748803500,104346,104524.5,104330,104513.5,28978
1748803200,104393.5,104460,104294,104346,51595
1748802900,104562.5,104596,104330,104400,71389
1748802600,104671.5,104672.5,104511.5,104562.5,51045
1748802300,104758.5,104799,104648.5,104688.5,58466
1748802000,104980,104980,104680.5,104758.5,57584
1748801700,104957,104986.5,104910,104981,11061
1748801400,104901,104966.5,104901,104957,20049
1748801100,104940.5,104956.5,104872,104901,20704
1748800800,105017.5,105025,104830.5,104940.5,70949
1748800500,105012,105031,105005.5,105025,3454
1748800200,105078,105110,104969,105017.5,10576
1748799900,105003,105086.5,104987,105064.5,11970
1748799600,105078,105101,104990.5,105003,17965
1748799300,105130,105143,105063,105077,10964
1748799000,105061,105160.5,105053.5,105130,12534
1748798700,105062.5,105070.5,105038.5,105060,7771
1748798400,105098.5,105099.5,105032.5,105062.5,10528
1748798100,105077.5,105108,105039.5,105098.5,10115
1748797800,105118,105161,105055.5,105077.5,14165
1748797500,105040,105119,104946,105119,18783
