symbol,strike_price,expiry,option_type,volume,timestamp,open,high,low,close,volume_candle
P-BTC-107800-040725,107800,040725,put,0.0,1751599200,22.5,22.5,22.5,22.5,50
P-BTC-107800-040725,107800,040725,put,0.0,1751598900,18,18,18,18,444
P-BTC-107800-040725,107800,040725,put,0.0,1751598600,32.5,32.5,32.5,32.5,0
P-BTC-107800-040725,107800,040725,put,0.0,1751598300,32.5,32.5,32.5,32.5,0
P-BTC-107800-040725,107800,040725,put,0.0,1751598000,32.5,32.5,32.5,32.5,0
P-BTC-107800-040725,107800,040725,put,0.0,1751597700,27,32.5,27,32.5,21
P-BTC-107800-040725,107800,040725,put,0.0,1751597400,25.5,34.5,19.8,34.5,7716
P-BTC-107800-040725,107800,040725,put,0.0,1751597100,33,34.5,32,34.5,142
P-BTC-107800-040725,107800,040725,put,0.0,1751596800,30.5,30.5,27,27,602
P-BTC-107800-040725,107800,040725,put,0.0,1751596500,30.5,32,27,27,16
P-BTC-107800-040725,107800,040725,put,0.0,1751596200,17,28,17,28,664
P-BTC-107800-040725,107800,040725,put,0.0,1751595900,17,18,17,18,12
P-BTC-107800-040725,107800,040725,put,0.0,1751595600,21,21,21,21,0
P-BTC-107800-040725,107800,040725,put,0.0,1751595300,19,21,19,21,1218
P-BTC-107800-040725,107800,040725,put,0.0,1751595000,23,23,23,23,128
P-BTC-107800-040725,107800,040725,put,0.0,1751594700,15,15,15,15,2000
P-BTC-107800-040725,107800,040725,put,0.0,1751594400,10,10,10,10,500
P-BTC-107800-040725,107800,040725,put,0.0,1751594100,9,9,9,9,0
P-BTC-107800-040725,107800,040725,put,0.0,1751593800,9,9,9,9,4429
P-BTC-107800-040725,107800,040725,put,0.0,1751593500,11.5,11.5,11.5,11.5,20
P-BTC-107800-040725,107800,040725,put,0.0,1751593200,13.5,13.5,13.5,13.5,0
P-BTC-107800-040725,107800,040725,put,0.0,1751592900,15,15,13.5,13.5,410
P-BTC-107800-040725,107800,040725,put,0.0,1751592600,15,15,15,15,0
P-BTC-107800-040725,107800,040725,put,0.0,1751592300,15,15,15,15,15
P-BTC-107800-040725,107800,040725,put,0.0,1751592000,23,23,23,23,0
P-BTC-107800-040725,107800,040725,put,0.0,1751591700,23,23,23,23,0
P-BTC-107800-040725,107800,040725,put,0.0,1751591400,23,23,23,23,0
P-BTC-107800-040725,107800,040725,put,0.0,1751591100,23,23,23,23,0
P-BTC-107800-040725,107800,040725,put,0.0,1751590800,23,23,23,23,2000
P-BTC-107800-040725,107800,040725,put,0.0,1751590500,20.5,28,20.5,24,761
P-BTC-107800-040725,107800,040725,put,0.0,1751590200,18,18,18,18,180
P-BTC-107800-040725,107800,040725,put,0.0,1751589900,16,16,16,16,0
P-BTC-107800-040725,107800,040725,put,0.0,1751589600,18,18,16,16,620
P-BTC-107800-040725,107800,040725,put,0.0,1751589300,20,20,17,17,1433
P-BTC-107800-040725,107800,040725,put,0.0,1751589000,27.5,27.5,20.5,20.5,1651
P-BTC-107800-040725,107800,040725,put,0.0,1751588700,22.5,22.5,22.5,22.5,0
P-BTC-107800-040725,107800,040725,put,0.0,1751588400,22.5,22.5,22.5,22.5,0
P-BTC-107800-040725,107800,040725,put,0.0,1751588100,22.5,22.5,22.5,22.5,0
P-BTC-107800-040725,107800,040725,put,0.0,1751587800,22.5,22.5,22.5,22.5,1
P-BTC-107800-040725,107800,040725,put,0.0,1751587500,23,23,23,23,0
P-BTC-107800-040725,107800,040725,put,0.0,1751587200,23,23,23,23,5
