timestamp,open,high,low,close,volume
1751673300,107985,107985,107933.5,107945.5,3465
1751673000,108008.5,108011,107956.5,107980,4524
1751672700,107952,108008.5,107951,108008.5,2927
1751672400,108030.5,108030.5,107895,107951,10199
1751672100,108067.5,108067.5,108030.5,108030.5,1441
1751671800,108060,108086,108030.5,108067.5,2869
1751671500,108087.5,108088.5,108055,108061,3273
1751671200,108004,108092,108004,108088.5,3416
1751670900,108054,108054,108000,108003,7152
1751670600,108099,108100,108038,108060.5,2689
1751670300,108086,108108,108038,108100,6724
1751670000,108209,108209,108082,108086,8805
1751669700,108191,108211,108183,108208,2462
1751669400,108138,108189,108137.5,108189,3068
1751669100,108164.5,108164.5,108113,108145.5,3034
1751668800,108204,108231,108118.5,108168,7141
1751668500,108201,108205,108180.5,108205,6321
1751668200,108085.5,108204.5,108084.5,108202,22081
1751667900,108099.5,108099.5,108016,108085.5,7182
1751667600,108043,108128,108022.5,108098.5,19039
1751667300,107997.5,108046,107950.5,108043,4952
1751667000,108004,108004,107930,107996.5,4015
1751666700,107887,108036.5,107887,108003,26281
1751666400,107870,107910,107841,107888,2413
1751666100,107865.5,107870,107860.5,107870,3172
1751665800,107871,107909,107865,107866.5,6409
1751665500,107815.5,107872.5,107810.5,107871,6466
1751665200,107701,107837,107701,107815.5,11381
1751664900,107701,107702,107700.5,107702,1653
1751664600,107787,107787,107701,107701,5477
1751664300,107755,107789,107733.5,107787,8942
1751664000,107696.5,107755.5,107693,107755.5,1729
1751663700,107678.5,107736,107677.5,107697.5,4014
1751663400,107663,107686.5,107663,107678.5,2220
1751663100,107685.5,107686.5,107663,107663,1175
1751662800,107646,107717,107646,107680.5,2672
1751662500,107710.5,107711.5,107646,107646,2300
1751662200,107709.5,107717.5,107672.5,107706.5,2055
1751661900,107731,107731,107680.5,107708.5,2848
1751661600,107685.5,107731,107670,107731,3384
1751661300,107750,107771.5,107670,107685.5,10814
1751661000,107704.5,107755.5,107704.5,107750,5970
1751660700,107676.5,107734.5,107675.5,107704.5,6971
1751660400,107634,107694,107610.5,107676.5,13365
1751660100,107593.5,107636,107573,107634,10299
1751659800,107535.5,107601,107475.5,107592.5,8831
1751659500,107426.5,107547.5,107426.5,107528.5,10245
1751659200,107440,107467,107395.5,107426.5,5637
1751658900,107451.5,107452.5,107421.5,107441,5787
1751658600,107440,107456.5,107427,107451.5,5177
1751658300,107455,107493,107440.5,107456.5,7896
1751658000,107371,107457.5,107370,107451,10487
1751657700,107358,107371,107347.5,107370,5167
1751657400,107248.5,107358,107236,107358,13120
1751657100,107320.5,107328,107210.5,107247.5,58570
1751656800,107571,107572,107318,107320.5,15830
1751656500,107523.5,107619,107522.5,107572,11393
1751656200,107424,107556,107413,107523.5,13025
1751655900,107421,107461,107406,107424,8003
1751655600,107461.5,107461.5,107291,107422,45803
1751655300,107575,107583.5,107459.5,107461.5,23315
1751655000,107611.5,107647,107543,107582.5,19665
1751654700,107676.5,107766.5,107611.5,107611.5,13709
1751654400,107709,107721,107660,107672,8882
1751654100,107681,107709,107652,107709,5360
1751653800,107606,107718,107606,107681,18278
1751653500,107659,107667.5,107584.5,107606,30773
1751653200,107691.5,107730.5,107647.5,107659,50019
1751652900,107756,107762.5,107649,107691.5,26286
1751652600,107798,107842.5,107757,107757,7230
1751652300,107814,107839,107783,107798,5168
1751652000,107835,107835,107793.5,107815,5659
1751651700,107826.5,107852,107803,107826.5,6940
1751651400,107789.5,107852,107767.5,107826.5,8538
1751651100,107801.5,107811,107755,107788.5,11285
1751650800,107856.5,107865,107793,107802.5,14516
1751650500,107720.5,107875,107719.5,107855.5,30229
1751650200,107718,107755,107666,107720.5,17423
1751649900,107765.5,107790.5,107689,107717,9003
1751649600,107811.5,107825,107724,107765.5,13166
1751649300,107687,107812.5,107686.5,107811.5,12326
1751649000,107742,107809.5,107677,107688,18735
