timestamp,open,high,low,close,volume
1717286100,67777.5,67794.5,67776.5,67791,17
1717285800,67761,67774.5,67760,67774.5,99
1717285500,67753.5,67761,67741.5,67760,50
1717285200,67778,67778,67753.5,67754.5,223
1717284900,67763.5,67780,67763.5,67778,375
1717284600,67767,67767,67760.5,67764.5,87
1717284300,67814,67814,67770,67770,199
1717284000,67815,67815,67814,67815,31
1717283700,67796.5,67822,67796.5,67815,135
1717283400,67811.5,67837,67797.5,67797.5,109
1717283100,67836.5,67837.5,67811.5,67812,308
1717282800,67791.5,67844,67791.5,67837.5,43
1717282500,67795,67807,67791.5,67791.5,42
1717282200,67810.5,67810.5,67799.5,67800.5,73
1717281900,67795,67821,67795,67814.5,10
1717281600,67818.5,67818.5,67795.5,67796,74
1717281300,67820.5,67826,67796.5,67817.5,366
1717281000,67865,67865,67793.5,67827,1129
1717280700,67845.5,67913,67845.5,67883.5,6865
1717280400,67781.5,67846.5,67780.5,67846.5,212
1717280100,67809,67827.5,67798,67798,61
1717279800,67812.5,67834,67810,67810,26
1717279500,67796,67831,67793.5,67802,147
1717279200,67784.5,67796,67740.5,67796,111
1717278900,67767.5,67810,67756.5,67789,243
1717278600,67847.5,67847.5,67768,67768.5,264
1717278300,67836.5,67848,67836.5,67848,448
1717278000,67844,67844,67834.5,67837.5,543
1717277700,67795,67843,67795,67843,3047
1717277400,67784.5,67796,67780.5,67796,152
1717277100,67815.5,67831,67809,67809,1454
1717276800,67774.5,67807,67773.5,67807,502
1717276500,67740,67766,67740,67762,188
1717276200,67781,67781,67733.5,67742.5,98
1717275900,67786,67787,67779,67786,9
1717275600,67828.5,67828.5,67786,67787,453
1717275300,67774,67828.5,67774,67828.5,108
1717275000,67761,67775,67761,67775,12
1717274700,67803,67806.5,67761,67761,515
1717274400,67785.5,67803,67784.5,67803,33
1717274100,67780,67785.5,67767.5,67785.5,70
1717273800,67771,67791,67770,67781,280
1717273500,67758,67771,67751.5,67771,153
1717273200,67738,67759,67737,67759,952
1717272900,67733.5,67750.5,67733.5,67748.5,80
1717272600,67770,67786,67733.5,67734.5,149
1717272300,67739,67804.5,67739,67774.5,772
1717272000,67766,67766,67740,67740,106
1717271700,67788.5,67793,67780,67792,180
1717271400,67764.5,67793,67763,67789.5,85
1717271100,67805.5,67805.5,67763.5,67763.5,1618
1717270800,67756.5,67812,67746,67806.5,3914
1717270500,67736,67761,67729,67756.5,151
1717270200,67749,67764.5,67728.5,67737,198
1717269900,67749.5,67760,67738.5,67748,265
1717269600,67714.5,67750.5,67707,67750.5,2709
1717269300,67735,67742.5,67713,67713.5,1368
1717269000,67738.5,67755,67736,67736,536
1717268700,67774.5,67775.5,67736,67736.5,1150
1717268400,67770,67784.5,67770,67775.5,150
1717268100,67755.5,67770,67755.5,67770,178
1717267800,67772.5,67773,67755.5,67756.5,121
1717267500,67784.5,67801.5,67771.5,67771.5,966
1717267200,67764,67785.5,67745,67785.5,655
1717266900,67765,67766,67745.5,67761,747
1717266600,67749,67774.5,67746.5,67766,657
1717266300,67787,67788,67748,67748,735
1717266000,67754,67790,67754,67788,1178
1717265700,67779,67779,67743.5,67753,684
1717265400,67770,67785.5,67770,67780,929
1717265100,67782.5,67783,67758.5,67771,3185
1717264800,67797.5,67841.5,67783,67784,3500
1717264500,67714,67852.5,67713,67797.5,9280
1717264200,67631.5,67715,67631.5,67714,2287
1717263900,67675.5,67675.5,67573.5,67617,10449
1717263600,67676,67688,67675.5,67675.5,530
1717263300,67681.5,67698,67672,67675.5,3211
1717263000,67704.5,67705.5,67681,67682.5,476
1717262700,67681.5,67700,67681,67699,625
1717262400,67672,67700,67671,67681.5,258
1717262100,67661,67681.5,67648,67672,608
1717261800,67688.5,67688.5,67662,67662,123
1717261500,67665.5,67689,67631,67687.5,3337
1717261200,67707,67707,67664.5,67666.5,855
1717260900,67711.5,67720.5,67706.5,67706.5,595
1717260600,67655.5,67712.5,67654,67711.5,795
1717260300,67704,67705,67652.5,67655.5,1805
1717260000,67686,67705,67683.5,67705,614
1717259700,67682,67697,67682,67686,860
1717259400,67727.5,67737.5,67678.5,67682,867
1717259100,67703.5,67727.5,67703.5,67727.5,943
1717258800,67660,67722,67660,67690,1872
1717258500,67695,67701.5,67622,67660,6511
1717258200,67728,67728,67692.5,67694.5,1773
1717257900,67702.5,67739,67685.5,67737.5,1168
1717257600,67703,67745.5,67701,67714.5,5261
1717257300,67792,67793,67676.5,67703,8806
1717257000,67791,67809.5,67779,67793,322
1717256700,67814.5,67814.5,67768,67791,556
1717256400,67800.5,67826,67799,67815.5,435
1717256100,67803,67807.5,67782,67800.5,1043
1717255800,67791,67814.5,67790,67804,489
1717255500,67839.5,67839.5,67768.5,67792.5,879
1717255200,67793,67841,67793,67839.5,1005
1717254900,67777,67791,67763.5,67791,2081
1717254600,67782.5,67820.5,67773,67777,928
