symbol,strike_price,expiry,option_type,volume,timestamp,open,high,low,close,volume_candle
C-BTC-109400-030725,109400,030725,call,0.0,1751510100,77.5,77.5,77.5,77.5,260
C-BTC-109400-030725,109400,030725,call,0.0,1751509800,73.5,73.5,73.5,73.5,3
C-BTC-109400-030725,109400,030725,call,0.0,1751509500,78,78,61,61,101
C-BTC-109400-030725,109400,030725,call,0.0,1751509200,103.5,103.5,73,88.5,885
C-BTC-109400-030725,109400,030725,call,0.0,1751508900,101,109.5,98,98,37
C-BTC-109400-030725,109400,030725,call,0.0,1751508600,102,107,102,106,718
C-BTC-109400-030725,109400,030725,call,0.0,1751508300,110,117,108,108,256
C-BTC-109400-030725,109400,030725,call,0.0,1751508000,124,126.5,117,117,71
C-BTC-109400-030725,109400,030725,call,0.0,1751507700,174,174,174,174,1
C-BTC-109400-030725,109400,030725,call,0.0,1751507400,182,182,170,170,124
C-BTC-109400-030725,109400,030725,call,0.0,1751507100,175,191.5,175,191.5,19
C-BTC-109400-030725,109400,030725,call,0.0,1751506800,188.5,188.5,188.5,188.5,7
C-BTC-109400-030725,109400,030725,call,0.0,1751506500,180,195.5,180,195.5,7
C-BTC-109400-030725,109400,030725,call,0.0,1751506200,225,225,225,225,0
C-BTC-109400-030725,109400,030725,call,0.0,1751505900,225,225,225,225,3
C-BTC-109400-030725,109400,030725,call,0.0,1751505600,191,191,191,191,107
C-BTC-109400-030725,109400,030725,call,0.0,1751505300,155,155,155,155,20
C-BTC-109400-030725,109400,030725,call,0.0,1751505000,163.5,163.5,155,155,28
C-BTC-109400-030725,109400,030725,call,0.0,1751504700,149.5,149.5,149.5,149.5,30
C-BTC-109400-030725,109400,030725,call,0.0,1751504400,143,150.5,143,150.5,48
C-BTC-109400-030725,109400,030725,call,0.0,1751504100,168.5,175.5,168.5,173.5,34
C-BTC-109400-030725,109400,030725,call,0.0,1751503800,199,199,199,199,1
C-BTC-109400-030725,109400,030725,call,0.0,1751503500,206,221,206,221,70
C-BTC-109400-030725,109400,030725,call,0.0,1751503200,136,136,136,136,0
C-BTC-109400-030725,109400,030725,call,0.0,1751502900,138,138,136,136,7
C-BTC-109400-030725,109400,030725,call,0.0,1751502600,168,168,168,168,107
C-BTC-109400-030725,109400,030725,call,0.0,1751502300,146,146,146,146,2
C-BTC-109400-030725,109400,030725,call,0.0,1751502000,148,148,148,148,0
C-BTC-109400-030725,109400,030725,call,0.0,1751501700,173,173,148,148,11
C-BTC-109400-030725,109400,030725,call,0.0,1751501400,194.5,194.5,194.5,194.5,0
C-BTC-109400-030725,109400,030725,call,0.0,1751501100,166.5,194.5,166.5,194.5,2
C-BTC-109400-030725,109400,030725,call,0.0,1751500800,155,177.5,155,177.5,102
