symbol,strike_price,expiry,option_type,volume,timestamp,open,high,low,close,volume_candle
C-BTC-109200-030725,109200,030725,call,0.0,1751510400,104.5,104.5,85.5,85.5,533
C-BTC-109200-030725,109200,030725,call,0.0,1751510100,93,93,93,93,0
C-BTC-109200-030725,109200,030725,call,0.0,1751509800,101.5,101.5,93,93,108
C-BTC-109200-030725,109200,030725,call,0.0,1751509500,108,128.5,90,101.5,571
C-BTC-109200-030725,109200,030725,call,0.0,1751509200,117.5,117.5,112,112,480
C-BTC-109200-030725,109200,030725,call,0.0,1751508900,128,128,128,128,50
C-BTC-109200-030725,109200,030725,call,0.0,1751508600,149,162.5,149,162.5,151
C-BTC-109200-030725,109200,030725,call,0.0,1751508300,163.5,163.5,150,150,502
C-BTC-109200-030725,109200,030725,call,0.0,1751508000,182,182,153,161,68
C-BTC-109200-030725,109200,030725,call,0.0,1751507700,226,226,215,215,556
C-BTC-109200-030725,109200,030725,call,0.0,1751507400,252,252,252,252,3
C-BTC-109200-030725,109200,030725,call,0.0,1751507100,222,251,222,251,62
C-BTC-109200-030725,109200,030725,call,0.0,1751506800,253,253,240,240,117
C-BTC-109200-030725,109200,030725,call,0.0,1751506500,265,265,244,244,51
C-BTC-109200-030725,109200,030725,call,0.0,1751506200,273,292,236,236,72
C-BTC-109200-030725,109200,030725,call,0.0,1751505900,266,303,266,294,15
C-BTC-109200-030725,109200,030725,call,0.0,1751505600,227,272,227,269,101
C-BTC-109200-030725,109200,030725,call,0.0,1751505300,235,235,235,235,0
C-BTC-109200-030725,109200,030725,call,0.0,1751505000,215,235,215,235,55
C-BTC-109200-030725,109200,030725,call,0.0,1751504700,226,226,226,226,30
C-BTC-109200-030725,109200,030725,call,0.0,1751504400,201,201,201,201,50
C-BTC-109200-030725,109200,030725,call,0.0,1751504100,236,236,231,231,85
C-BTC-109200-030725,109200,030725,call,0.0,1751503800,271,277,255,255,110
C-BTC-109200-030725,109200,030725,call,0.0,1751503500,295,296,270,288,132
C-BTC-109200-030725,109200,030725,call,0.0,1751503200,190,227,190,227,30
C-BTC-109200-030725,109200,030725,call,0.0,1751502900,180,190,180,185.5,25
C-BTC-109200-030725,109200,030725,call,0.0,1751502600,225,225,174,174,20
C-BTC-109200-030725,109200,030725,call,0.0,1751502300,196,218,196,218,1600
C-BTC-109200-030725,109200,030725,call,0.0,1751502000,200,200,161.5,161.5,141
C-BTC-109200-030725,109200,030725,call,0.0,1751501700,245,245,226,226,55
C-BTC-109200-030725,109200,030725,call,0.0,1751501400,252,252,252,252,0
C-BTC-109200-030725,109200,030725,call,0.0,1751501100,252,252,252,252,0
C-BTC-109200-030725,109200,030725,call,0.0,1751500800,252,252,252,252,109
