symbol,strike_price,expiry,option_type,volume,timestamp,open,high,low,close,volume_candle
P-BTC-109400-070725,109400,070725,put,0.0,1751851200,623,623,623,623,1
P-BTC-109400-070725,109400,070725,put,0.0,1751850900,642,642,642,642,0
P-BTC-109400-070725,109400,070725,put,0.0,1751850600,642,642,642,642,0
P-BTC-109400-070725,109400,070725,put,0.0,1751850300,642,642,642,642,0
P-BTC-109400-070725,109400,070725,put,0.0,1751850000,642,642,642,642,0
P-BTC-109400-070725,109400,070725,put,0.0,1751849700,642,642,642,642,0
P-BTC-109400-070725,109400,070725,put,0.0,1751849400,642,642,642,642,0
P-BTC-109400-070725,109400,070725,put,0.0,1751849100,642,642,642,642,0
P-BTC-109400-070725,109400,070725,put,0.0,1751848800,642,642,642,642,117
P-BTC-109400-070725,109400,070725,put,0.0,1751848500,650,665.8,650,665.8,150
P-BTC-109400-070725,109400,070725,put,0.0,1751848200,560,560,560,560,0
P-BTC-109400-070725,109400,070725,put,0.0,1751847900,560,560,560,560,0
P-BTC-109400-070725,109400,070725,put,0.0,1751847600,560,560,560,560,42
P-BTC-109400-070725,109400,070725,put,0.0,1751847300,439.9,474,439.9,474,206
