timestamp,open,high,low,close,volume
1751414100,105561.5,105670,105554.5,105648,5992
1751413800,105575,105576.5,105546,105560.5,2473
1751413500,105505.5,105581,105496,105575,3299
1751413200,105425.5,105511,105402,105505.5,3190
1751412900,105456.5,105457.5,105410,105424.5,3745
1751412600,105479,105480,105456.5,105457.5,1852
1751412300,105467,105499.5,105445,105466.5,3236
1751412000,105415.5,105478,105414.5,105468,3640
1751411700,105338,105457,105336,105415.5,7816
1751411400,105411.5,105420,105316.5,105346.5,8506
1751411100,105432,105456.5,105395,105406,6360
1751410800,105586,105586,105424,105429,7034
1751410500,105714,105714,105561,105585,2377
1751410200,105727.5,105736.5,105675.5,105713,2785
1751409900,105755.5,105781,105717,105727.5,707
1751409600,105743,105790.5,105727,105755.5,1432
1751409300,105700,105761,105699,105743,3593
1751409000,105670,105704.5,105582,105703.5,6372
1751408700,105711,105714.5,105680,105680.5,5068
1751408400,105788,105825,105715.5,105716.5,3334
1751408100,105791,105802,105780.5,105781.5,1339
1751407800,105708,105791.5,105694.5,105787,1487
1751407500,105864.5,105878,105683,105705,6789
1751407200,105730.5,105864.5,105691,105857.5,9155
1751406900,105784,105791,105696,105720,6047
1751406600,105777,105791.5,105764,105784,1889
1751406300,105793,105797,105705.5,105769.5,3351
1751406000,105849.5,105875.5,105782,105800,3242
1751405700,105868.5,105903.5,105834,105843,3031
1751405400,105941,105942,105800,105868.5,5779
1751405100,106043.5,106043.5,105868,105941,5368
1751404800,105905,106067,105900.5,106044.5,15745
1751404500,105855.5,105942.5,105822.5,105905,3922
1751404200,105774,105851,105760.5,105851,2704
1751403900,105793,105793,105700,105774,4630
1751403600,105871,105871.5,105755,105792,13949
1751403300,105843.5,105957.5,105843.5,105871.5,14942
1751403000,105761.5,105896,105758.5,105842.5,9483
1751402700,105698,105818.5,105698,105761.5,14048
1751402400,105709.5,105711,105667.5,105701,3835
1751402100,105642,105729,105642,105710.5,13445
1751401800,105598,105668,105598,105646,13945
1751401500,105536,105595,105535,105595,4901
1751401200,105529.5,105596,105507,105535,6755
1751400900,105413,105548,105413,105529.5,8240
1751400600,105401.5,105516,105320,105403.5,8083
1751400300,105342,105458,105342,105401.5,15164
1751400000,105350.5,105387.5,105199,105342,65953
1751399700,105500,105511,105344.5,105357,9351
1751399400,105534,105544.5,105451.5,105504.5,6045
1751399100,105423.5,105579.5,105422.5,105533,13085
1751398800,105529.5,105535,105344.5,105412.5,38837
1751398500,105592,105644.5,105529,105529.5,10622
1751398200,105693.5,105732,105590.5,105590.5,13285
1751397900,105729.5,105769,105698.5,105698.5,11532
1751397600,105576,105738,105560.5,105730.5,16629
1751397300,105616,105689,105539.5,105575,23772
1751397000,105444.5,105629,105444.5,105617,26394
1751396700,105531,105625,105409,105440,43763
1751396400,105700,105700,105450.5,105530,107862
