symbol,strike_price,expiry,option_type,volume,timestamp,open,high,low,close,volume_candle
P-BTC-108000-020725,108000,020725,put,0.0,1751438400,1100,1100,1100,1100,200
P-BTC-108000-020725,108000,020725,put,0.0,1751438100,1193,1193,1193,1193,0
P-BTC-108000-020725,108000,020725,put,0.0,1751437800,1193,1193,1193,1193,200
P-BTC-108000-020725,108000,020725,put,0.0,1751437500,1404,1404,1404,1404,0
P-BTC-108000-020725,108000,020725,put,0.0,1751437200,1404,1404,1404,1404,0
P-BTC-108000-020725,108000,020725,put,0.0,1751436900,1404,1404,1404,1404,0
P-BTC-108000-020725,108000,020725,put,0.0,1751436600,1404,1404,1404,1404,0
P-BTC-108000-020725,108000,020725,put,0.0,1751436300,1404,1404,1404,1404,0
P-BTC-108000-020725,108000,020725,put,0.0,1751436000,1404,1404,1404,1404,200
P-BTC-108000-020725,108000,020725,put,0.0,1751435700,1500,1500,1500,1500,0
P-BTC-108000-020725,108000,020725,put,0.0,1751435400,1500,1500,1500,1500,0
P-BTC-108000-020725,108000,020725,put,0.0,1751435100,1500,1500,1500,1500,0
P-BTC-108000-020725,108000,020725,put,0.0,1751434800,1500,1500,1500,1500,0
P-BTC-108000-020725,108000,020725,put,0.0,1751434500,1500,1500,1500,1500,0
P-BTC-108000-020725,108000,020725,put,0.0,1751434200,1500,1500,1500,1500,46
P-BTC-108000-020725,108000,020725,put,0.0,1751433900,1464,1464,1464,1464,0
P-BTC-108000-020725,108000,020725,put,0.0,1751433600,1464,1464,1464,1464,0
P-BTC-108000-020725,108000,020725,put,0.0,1751433300,1469,1469,1464,1464,230
P-BTC-108000-020725,108000,020725,put,0.0,1751433000,1859,1859,1859,1859,0
P-BTC-108000-020725,108000,020725,put,0.0,1751432700,1859,1859,1859,1859,0
P-BTC-108000-020725,108000,020725,put,0.0,1751432400,1859,1859,1859,1859,0
P-BTC-108000-020725,108000,020725,put,0.0,1751432100,1859,1859,1859,1859,0
P-BTC-108000-020725,108000,020725,put,0.0,1751431800,1859,1859,1859,1859,0
P-BTC-108000-020725,108000,020725,put,0.0,1751431500,1859,1859,1859,1859,0
P-BTC-108000-020725,108000,020725,put,0.0,1751431200,1859,1859,1859,1859,0
P-BTC-108000-020725,108000,020725,put,0.0,1751430900,1859,1859,1859,1859,0
P-BTC-108000-020725,108000,020725,put,0.0,1751430600,1869,1869,1859,1859,10
