symbol,strike_price,expiry,option_type,volume,timestamp,open,high,low,close,volume_candle
C-BTC-104600-020725,104600,020725,call,0.0,1751434200,1871.2,1871.2,1871.2,1871.2,265
C-BTC-104600-020725,104600,020725,call,0.0,1751433900,1917,1917,1917,1917,0
C-BTC-104600-020725,104600,020725,call,0.0,1751433600,1917,1917,1917,1917,0
C-BTC-104600-020725,104600,020725,call,0.0,1751433300,1917,1917,1917,1917,3
C-BTC-104600-020725,104600,020725,call,0.0,1751433000,1800,1800,1800,1800,0
C-BTC-104600-020725,104600,020725,call,0.0,1751432700,1800,1800,1800,1800,0
C-BTC-104600-020725,104600,020725,call,0.0,1751432400,1800,1800,1800,1800,0
C-BTC-104600-020725,104600,020725,call,0.0,1751432100,1804,1804,1800,1800,3
C-BTC-104600-020725,104600,020725,call,0.0,1751431800,1650,1650,1650,1650,0
C-BTC-104600-020725,104600,020725,call,0.0,1751431500,1650,1650,1650,1650,0
C-BTC-104600-020725,104600,020725,call,0.0,1751431200,1650,1650,1650,1650,265
C-BTC-104600-020725,104600,020725,call,0.0,1751430900,1644,1644,1644,1644,0
C-BTC-104600-020725,104600,020725,call,0.0,1751430600,1644,1644,1644,1644,0
C-BTC-104600-020725,104600,020725,call,0.0,1751430300,1644,1644,1644,1644,0
C-BTC-104600-020725,104600,020725,call,0.0,1751430000,1644,1644,1644,1644,0
C-BTC-104600-020725,104600,020725,call,0.0,1751429700,1644,1644,1644,1644,0
C-BTC-104600-020725,104600,020725,call,0.0,1751429400,1644,1644,1644,1644,0
C-BTC-104600-020725,104600,020725,call,0.0,1751429100,1644,1644,1644,1644,0
C-BTC-104600-020725,104600,020725,call,0.0,1751428800,1644,1644,1644,1644,0
C-BTC-104600-020725,104600,020725,call,0.0,1751428500,1644,1644,1644,1644,0
C-BTC-104600-020725,104600,020725,call,0.0,1751428200,1644,1644,1644,1644,0
C-BTC-104600-020725,104600,020725,call,0.0,1751427900,1644,1644,1644,1644,0
C-BTC-104600-020725,104600,020725,call,0.0,1751427600,1644,1644,1644,1644,1
C-BTC-104600-020725,104600,020725,call,0.0,1751427300,1320,1320,1320,1320,0
C-BTC-104600-020725,104600,020725,call,0.0,1751427000,1320,1320,1320,1320,0
C-BTC-104600-020725,104600,020725,call,0.0,1751426700,1320,1320,1320,1320,0
C-BTC-104600-020725,104600,020725,call,0.0,1751426400,1320,1320,1320,1320,0
C-BTC-104600-020725,104600,020725,call,0.0,1751426100,1320,1320,1320,1320,0
C-BTC-104600-020725,104600,020725,call,0.0,1751425800,1320,1320,1320,1320,0
C-BTC-104600-020725,104600,020725,call,0.0,1751425500,1320,1320,1320,1320,0
C-BTC-104600-020725,104600,020725,call,0.0,1751425200,1320,1320,1320,1320,0
C-BTC-104600-020725,104600,020725,call,0.0,1751424900,1320,1320,1320,1320,0
C-BTC-104600-020725,104600,020725,call,0.0,1751424600,1320,1320,1320,1320,3
C-BTC-104600-020725,104600,020725,call,0.0,1751424300,1317,1317,1317,1317,5
C-BTC-104600-020725,104600,020725,call,0.0,1751424000,1027,1027,1027,1027,0
C-BTC-104600-020725,104600,020725,call,0.0,1751423700,1027,1027,1027,1027,0
C-BTC-104600-020725,104600,020725,call,0.0,1751423400,1027,1027,1027,1027,0
C-BTC-104600-020725,104600,020725,call,0.0,1751423100,1027,1027,1027,1027,0
C-BTC-104600-020725,104600,020725,call,0.0,1751422800,1027,1027,1027,1027,5
C-BTC-104600-020725,104600,020725,call,0.0,1751422500,1165,1165,1165,1165,0
C-BTC-104600-020725,104600,020725,call,0.0,1751422200,1165,1165,1165,1165,0
C-BTC-104600-020725,104600,020725,call,0.0,1751421900,1165,1165,1165,1165,0
C-BTC-104600-020725,104600,020725,call,0.0,1751421600,1165,1165,1165,1165,0
C-BTC-104600-020725,104600,020725,call,0.0,1751421300,1141,1165,1141,1165,25
