timestamp,PnL
1751526900,-4.255980000001728
1751527200,-4.255980000001728
1751527500,-4.255980000001728
1751527800,-4.255980000001728
1751528100,-4.255980000001728
1751528400,-4.255980000001728
1751528700,-4.255980000001728
1751529000,-4.255980000001728
1751529300,-4.255980000001728
1751529600,-4.255980000001728
1751529900,-4.255980000001728
1751530200,-4.255980000001728
1751530500,-4.255980000001728
1751530800,-4.255980000001728
1751531100,-4.255980000001728
1751531400,-4.255980000001728
1751531700,-4.255980000001728
1751532000,-4.255980000001728
1751532300,-4.255980000001728
1751532600,-4.255980000001728
1751532900,-4.255980000001728
1751533200,-4.255980000001728
1751533500,-4.255980000001728
1751533800,-4.255980000001728
1751534100,-4.255980000001728
1751534400,-4.255980000001728
1751534700,-4.255980000001728
1751535000,-4.255980000001728
1751535300,-4.255980000001728
1751535600,-4.255980000001728
1751535900,-4.255980000001728
1751536200,-4.255980000001728
1751536500,-4.255980000001728
1751536800,-4.255980000001728
1751537100,-4.255980000001728
1751537400,-4.255980000001728
1751537700,-4.255980000001728
1751538000,-4.255980000001728
1751538300,-4.255980000001728
1751538600,-4.255980000001728
1751538900,-4.255980000001728
1751539200,-4.255980000001728
1751539500,-4.255980000001728
1751539800,-4.255980000001728
1751540100,-4.255980000001728
1751540400,-4.255980000001728
1751540700,-4.255980000001728
1751541000,-4.255980000001728
1751541300,-4.255980000001728
1751541600,-4.255980000001728
1751541900,-4.255980000001728
1751542200,-4.255980000001728
1751542500,-4.255980000001728
1751542800,-4.255980000001728
1751543100,-4.255980000001728
1751543400,-4.255980000001728
1751543700,-4.255980000001728
1751544000,-4.255980000001728
1751544300,-4.255980000001728
1751544600,-4.255980000001728
1751544900,-4.255980000001728
1751545200,-4.255980000001728
1751545500,-4.255980000001728
1751545800,-4.255980000001728
1751546100,-4.255980000001728
1751546400,-4.255980000001728
1751546700,-4.255980000001728
1751547000,-4.255980000001728
1751547300,-4.255980000001728
1751547600,-8.623920000005455
1751547900,-8.623920000005455
1751548200,-8.623920000005455
1751548500,-8.623920000005455
1751548800,-8.623920000005455
1751549100,-8.623920000005455
1751549400,-8.623920000005455
1751549700,-8.623920000005455
1751550000,-8.623920000005455
1751550300,-8.623920000005455
1751550600,-8.623920000005455
1751550900,-8.623920000005455
1751551200,-8.623920000005455
1751551500,-8.623920000005455
1751551800,-8.623920000005455
1751552100,-8.623920000005455
1751552400,-8.623920000005455
1751552700,-8.623920000005455
1751553000,-8.623920000005455
1751553300,-8.623920000005455
1751553600,-8.623920000005455
1751553900,-8.623920000005455
1751554200,-8.623920000005455
1751554500,-8.623920000005455
1751554800,-8.623920000005455
1751555100,-8.623920000005455
1751555400,-8.623920000005455
1751555700,-8.623920000005455
1751556000,-8.623920000005455
1751556300,-8.623920000005455
1751556600,-8.623920000005455
1751556900,-8.623920000005455
1751557200,-8.623920000005455
1751557500,-8.623920000005455
1751557800,-8.623920000005455
1751558100,-8.623920000005455
1751558400,-8.623920000005455
1751558700,-8.623920000005455
1751559000,-8.623920000005455
1751559300,-8.623920000005455
1751559600,-8.623920000005455
1751559900,-8.623920000005455
1751560200,-8.623920000005455
1751560500,-8.623920000005455
1751560800,-8.623920000005455
1751561100,-8.623920000005455
1751561400,-8.623920000005455
1751561700,-8.623920000005455
1751562000,-8.623920000005455
1751562300,-8.623920000005455
1751562600,-8.623920000005455
1751562900,-8.623920000005455
1751563200,-8.623920000005455
1751563500,-8.623920000005455
1751563800,-8.623920000005455
1751564100,-8.623920000005455
1751564400,-8.623920000005455
1751564700,-8.623920000005455
1751565000,-8.623920000005455
1751565300,-8.623920000005455
1751565600,-8.623920000005455
1751565900,-8.623920000005455
1751566200,-8.623920000005455
1751566500,-8.623920000005455
1751566800,-8.623920000005455
1751567100,-8.623920000005455
1751567400,-8.623920000005455
1751567700,-8.623920000005455
1751568000,-8.623920000005455
1751568300,-8.623920000005455
1751568600,-8.623920000005455
1751568900,-8.623920000005455
1751569200,-8.623920000005455
1751569500,-8.623920000005455
1751569800,-8.623920000005455
1751570100,-8.623920000005455
1751570400,-8.623920000005455
1751570700,-8.623920000005455
1751571000,-8.623920000005455
1751571300,-8.623920000005455
1751571600,-8.623920000005455
1751571900,-8.623920000005455
1751572200,-8.623920000005455
1751572500,-8.623920000005455
1751572800,-8.623920000005455
1751573100,-8.623920000005455
1751573400,-8.623920000005455
1751573700,-8.623920000005455
1751574000,-8.623920000005455
1751574300,-8.623920000005455
1751574600,-8.623920000005455
1751574900,-8.623920000005455
1751575200,-8.623920000005455
1751575500,-8.623920000005455
1751575800,-8.623920000005455
1751576100,-8.623920000005455
1751576400,-8.623920000005455
1751576700,-8.623920000005455
1751577000,-8.623920000005455
1751577300,-8.623920000005455
1751577600,-8.623920000005455
1751577900,-8.623920000005455
1751578200,-8.623920000005455
1751578500,-8.623920000005455
1751578800,-8.623920000005455
1751579100,-8.623920000005455
1751579400,-8.623920000005455
1751579700,-8.623920000005455
1751580000,-8.623920000005455
1751580300,-8.623920000005455
1751580600,-8.623920000005455
1751580900,-8.623920000005455
1751581200,-8.623920000005455
1751581500,-8.623920000005455
1751581800,-8.623920000005455
1751582100,-8.623920000005455
1751582400,-8.623920000005455
1751582700,-8.623920000005455
1751583000,-8.623920000005455
1751583300,-8.623920000005455
1751583600,-8.623920000005455
1751583900,-8.623920000005455
1751584200,-8.623920000005455
1751584500,-8.623920000005455
1751584800,-8.623920000005455
1751585100,-8.623920000005455
1751585400,-8.623920000005455
1751585700,-8.623920000005455
1751586000,-8.623920000005455
1751586300,-8.623920000005455
1751586600,-8.623920000005455
1751586900,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587200,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587500,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751587800,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588100,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588400,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751588700,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589000,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589300,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589600,-8.623920000005455
1751589900,-8.623920000005455
1751589900,-8.623920000005455
1751589900,-8.623920000005455
1751589900,-8.623920000005455
